Call Timestamp,Date,Day,Language,ACD Calls in 10 Sec,ACD Calls in 20 Sec,ABAN Calls in 10 Sec,Call Offered,ACD Calls,ABAN Calls,ACD Time,ACW Time,Hold Time,Held Calls,Company,Service Level %,Service Level Status,Avg Hold Time,Hold Time Status,Avg Handle Time,AHT Status
2026-07-01 00:00:00,2026-07-01,Wednesday,Hindi,3,5,0,7,7,0,1389,341,206,1,Digitech,71.42857142857143,Penalty,29.428571428571427,Penalty,276.57142857142856,Penalty
2026-07-01 00:15:00,2026-07-01,Wednesday,Hindi,2,4,0,5,5,0,808,140,138,1,Digitech,80.0,Penalty,27.6,Penalty,217.2,Good
2026-07-01 00:15:00,2026-07-01,Wednesday,Marathi,0,0,0,1,1,0,163,22,30,0,Digitech,0.0,Penalty,30.0,Penalty,215.0,Good
2026-07-01 00:15:00,2026-07-01,Wednesday,Kannada,0,0,0,1,1,0,156,31,15,0,Digitech,0.0,Penalty,15.0,Good,202.0,Good
2026-07-01 00:30:00,2026-07-01,Wednesday,Hindi,3,4,0,5,5,0,908,242,137,0,Digitech,80.0,Penalty,27.4,Penalty,257.4,Penalty
2026-07-01 00:30:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,187,40,16,0,Digitech,0.0,Penalty,16.0,Good,243.0,Penalty
2026-07-01 00:45:00,2026-07-01,Wednesday,Hindi,2,3,0,4,4,0,592,128,115,0,Digitech,75.0,Penalty,28.75,Penalty,208.75,Good
2026-07-01 00:45:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,177,27,19,0,Digitech,0.0,Penalty,19.0,Good,223.0,Good
2026-07-01 01:00:00,2026-07-01,Wednesday,Hindi,1,2,0,3,3,0,521,130,102,1,Digitech,66.66666666666666,Penalty,34.0,Penalty,251.0,Penalty
2026-07-01 01:15:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,326,90,25,0,Digitech,50.0,Penalty,12.5,Good,220.5,Good
2026-07-01 01:15:00,2026-07-01,Wednesday,Gujarati,0,0,0,1,1,0,170,27,13,0,Digitech,0.0,Penalty,13.0,Good,210.0,Good
2026-07-01 01:30:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,181,40,24,0,Digitech,0.0,Penalty,24.0,Penalty,245.0,Penalty
2026-07-01 01:45:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,403,87,66,0,Digitech,50.0,Penalty,33.0,Penalty,278.0,Penalty
2026-07-01 02:00:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,367,81,52,0,Digitech,50.0,Penalty,26.0,Penalty,250.0,Penalty
2026-07-01 02:15:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,350,47,30,0,Digitech,50.0,Penalty,15.0,Good,213.5,Good
2026-07-01 02:30:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,175,44,14,0,Digitech,0.0,Penalty,14.0,Good,233.0,Good
2026-07-01 02:45:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,317,59,46,0,Digitech,50.0,Penalty,23.0,Penalty,211.0,Good
2026-07-01 02:45:00,2026-07-01,Wednesday,Punjabi,0,0,0,1,1,0,177,37,25,0,Digitech,0.0,Penalty,25.0,Penalty,239.0,Good
2026-07-01 03:30:00,2026-07-01,Wednesday,Bengali,0,0,0,1,1,0,167,31,22,0,Digitech,0.0,Penalty,22.0,Penalty,220.0,Good
2026-07-01 03:45:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,184,28,33,0,Digitech,0.0,Penalty,33.0,Penalty,245.0,Penalty
2026-07-01 03:45:00,2026-07-01,Wednesday,Odia,0,1,0,2,2,0,349,61,45,0,Digitech,50.0,Penalty,22.5,Penalty,227.5,Good
2026-07-01 04:00:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,391,78,68,0,Digitech,50.0,Penalty,34.0,Penalty,268.5,Penalty
2026-07-01 04:00:00,2026-07-01,Wednesday,Marathi,0,0,0,1,1,0,163,38,23,0,Digitech,0.0,Penalty,23.0,Penalty,224.0,Good
2026-07-01 04:15:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,315,83,34,0,Digitech,50.0,Penalty,17.0,Good,216.0,Good
2026-07-01 04:30:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,332,93,48,0,Digitech,50.0,Penalty,24.0,Penalty,236.5,Good
2026-07-01 04:30:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,198,48,24,0,Digitech,0.0,Penalty,24.0,Penalty,270.0,Penalty
2026-07-01 04:45:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,377,55,69,0,Digitech,50.0,Penalty,34.5,Penalty,250.5,Penalty
2026-07-01 05:00:00,2026-07-01,Wednesday,Hindi,2,4,0,5,5,0,880,166,173,0,Digitech,80.0,Penalty,34.6,Penalty,243.8,Penalty
2026-07-01 05:15:00,2026-07-01,Wednesday,Hindi,3,5,0,6,6,0,908,161,166,2,Digitech,83.33333333333334,Penalty,27.666666666666668,Penalty,205.83333333333334,Good
2026-07-01 05:15:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,163,34,15,0,Digitech,0.0,Penalty,15.0,Good,212.0,Good
2026-07-01 05:30:00,2026-07-01,Wednesday,Hindi,3,5,0,6,6,0,1030,268,131,2,Digitech,83.33333333333334,Penalty,21.833333333333332,Penalty,238.16666666666666,Good
2026-07-01 05:30:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,166,23,26,0,Digitech,0.0,Penalty,26.0,Penalty,215.0,Good
2026-07-01 05:45:00,2026-07-01,Wednesday,Hindi,1,2,0,3,3,0,486,124,57,0,Digitech,66.66666666666666,Penalty,19.0,Good,222.33333333333334,Good
2026-07-01 05:45:00,2026-07-01,Wednesday,Assamese,0,0,0,1,1,0,155,33,22,0,Digitech,0.0,Penalty,22.0,Penalty,210.0,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,Hindi,5,8,0,10,10,0,1651,433,150,3,Digitech,80.0,Penalty,15.0,Good,223.4,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,Bengali,0,1,0,2,2,0,413,96,41,0,Digitech,50.0,Penalty,20.5,Penalty,275.0,Penalty
2026-07-01 06:00:00,2026-07-01,Wednesday,Marathi,0,1,0,2,2,0,296,70,52,0,Digitech,50.0,Penalty,26.0,Penalty,209.0,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,Telugu,0,0,0,1,1,0,187,41,30,0,Digitech,0.0,Penalty,30.0,Penalty,258.0,Penalty
2026-07-01 06:00:00,2026-07-01,Wednesday,Tamil,0,0,0,1,1,0,184,46,17,0,Digitech,0.0,Penalty,17.0,Good,247.0,Penalty
2026-07-01 06:00:00,2026-07-01,Wednesday,Gujarati,0,0,0,1,1,0,182,24,22,0,Digitech,0.0,Penalty,22.0,Penalty,228.0,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,English,0,0,0,1,1,0,196,34,14,0,Digitech,0.0,Penalty,14.0,Good,244.0,Penalty
2026-07-01 06:00:00,2026-07-01,Wednesday,Kannada,0,0,0,1,1,0,172,40,16,0,Digitech,0.0,Penalty,16.0,Good,228.0,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,Odia,0,0,0,1,1,0,172,25,33,0,Digitech,0.0,Penalty,33.0,Penalty,230.0,Good
2026-07-01 06:00:00,2026-07-01,Wednesday,Assamese,1,2,0,3,3,0,534,111,100,1,Digitech,66.66666666666666,Penalty,33.333333333333336,Penalty,248.33333333333334,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,Hindi,7,11,0,13,13,0,2520,458,319,2,Digitech,84.61538461538461,Penalty,24.53846153846154,Penalty,253.6153846153846,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,Bengali,1,2,0,3,3,0,532,70,87,0,Digitech,66.66666666666666,Penalty,29.0,Penalty,229.66666666666666,Good
2026-07-01 06:15:00,2026-07-01,Wednesday,Marathi,0,1,0,2,2,0,347,94,64,0,Digitech,50.0,Penalty,32.0,Penalty,252.5,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,Telugu,0,1,0,2,2,0,393,76,29,0,Digitech,50.0,Penalty,14.5,Good,249.0,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,Tamil,0,1,0,2,2,0,372,93,28,0,Digitech,50.0,Penalty,14.0,Good,246.5,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,Gujarati,0,0,0,1,1,0,182,45,32,0,Digitech,0.0,Penalty,32.0,Penalty,259.0,Penalty
2026-07-01 06:15:00,2026-07-01,Wednesday,English,0,0,0,1,1,0,162,41,14,0,Digitech,0.0,Penalty,14.0,Good,217.0,Good
2026-07-01 06:15:00,2026-07-01,Wednesday,Kannada,0,0,0,1,1,0,174,35,22,0,Digitech,0.0,Penalty,22.0,Penalty,231.0,Good
2026-07-01 06:15:00,2026-07-01,Wednesday,Odia,0,0,0,1,1,0,182,34,24,0,Digitech,0.0,Penalty,24.0,Penalty,240.0,Good
2026-07-01 06:15:00,2026-07-01,Wednesday,Assamese,2,3,0,4,4,0,823,188,139,0,Digitech,75.0,Penalty,34.75,Penalty,287.5,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Hindi,6,9,0,11,11,0,1753,325,163,2,Digitech,81.81818181818183,Penalty,14.818181818181818,Good,203.72727272727272,Good
2026-07-01 06:30:00,2026-07-01,Wednesday,Bengali,0,1,0,2,2,0,348,53,29,0,Digitech,50.0,Penalty,14.5,Good,215.0,Good
2026-07-01 06:30:00,2026-07-01,Wednesday,Marathi,0,1,0,2,2,0,350,87,55,0,Digitech,50.0,Penalty,27.5,Penalty,246.0,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Telugu,0,1,0,2,2,0,367,75,59,0,Digitech,50.0,Penalty,29.5,Penalty,250.5,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Tamil,0,0,0,1,1,0,181,43,18,0,Digitech,0.0,Penalty,18.0,Good,242.0,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Gujarati,0,0,0,1,1,0,153,26,14,0,Digitech,0.0,Penalty,14.0,Good,193.0,Good
2026-07-01 06:30:00,2026-07-01,Wednesday,English,0,0,0,1,1,0,170,41,30,0,Digitech,0.0,Penalty,30.0,Penalty,241.0,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Kannada,0,0,0,1,1,0,162,29,31,0,Digitech,0.0,Penalty,31.0,Penalty,222.0,Good
2026-07-01 06:30:00,2026-07-01,Wednesday,Odia,0,0,0,1,1,0,156,37,22,0,Digitech,0.0,Penalty,22.0,Penalty,215.0,Good
2026-07-01 06:30:00,2026-07-01,Wednesday,Malayalam,0,0,0,1,1,0,204,47,37,0,Digitech,0.0,Penalty,37.0,Penalty,288.0,Penalty
2026-07-01 06:30:00,2026-07-01,Wednesday,Assamese,2,3,0,4,4,0,669,155,50,0,Digitech,75.0,Penalty,12.5,Good,218.5,Good
2026-07-01 06:45:00,2026-07-01,Wednesday,Hindi,8,14,0,16,15,1,2798,575,308,4,Digitech,87.5,Good,20.533333333333335,Penalty,245.4,Penalty
