Call Timestamp,Date,Day,Language,ACD Calls in 10 Sec,ACD Calls in 20 Sec,ABAN Calls in 10 Sec,Call Offered,ACD Calls,ABAN Calls,ACD Time,ACW Time,Hold Time,Held Calls,Company,Service Level %,Service Level Status,Avg Hold Time,Hold Time Status,Avg Handle Time,AHT Status
2026-07-01 00:00:00,2026-07-01,Wednesday,Hindi,1,2,0,3,3,0,510,126,73,0,NSB,66.66666666666666,Penalty,24.333333333333332,Penalty,236.33333333333334,Good
2026-07-01 00:00:00,2026-07-01,Wednesday,Marathi,0,0,0,1,1,0,146,26,28,0,NSB,0.0,Penalty,28.0,Penalty,200.0,Good
2026-07-01 00:15:00,2026-07-01,Wednesday,Hindi,1,2,0,3,3,0,559,90,52,0,NSB,66.66666666666666,Penalty,17.333333333333332,Good,233.66666666666666,Good
2026-07-01 00:15:00,2026-07-01,Wednesday,Odia,0,1,0,2,2,0,358,59,48,0,NSB,50.0,Penalty,24.0,Penalty,232.5,Good
2026-07-01 00:30:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,353,78,30,0,NSB,50.0,Penalty,15.0,Good,230.5,Good
2026-07-01 00:30:00,2026-07-01,Wednesday,Malayalam,0,0,0,1,1,0,167,25,21,0,NSB,0.0,Penalty,21.0,Penalty,213.0,Good
2026-07-01 00:45:00,2026-07-01,Wednesday,Hindi,1,2,0,3,3,0,584,142,106,0,NSB,66.66666666666666,Penalty,35.333333333333336,Penalty,277.3333333333333,Penalty
2026-07-01 00:45:00,2026-07-01,Wednesday,Malayalam,0,0,0,1,1,0,156,37,28,0,NSB,0.0,Penalty,28.0,Penalty,221.0,Good
2026-07-01 01:00:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,385,85,33,0,NSB,50.0,Penalty,16.5,Good,251.5,Penalty
2026-07-01 01:15:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,316,64,29,0,NSB,50.0,Penalty,14.5,Good,204.5,Good
2026-07-01 01:15:00,2026-07-01,Wednesday,Punjabi,0,1,0,2,2,0,373,63,26,0,NSB,50.0,Penalty,13.0,Good,231.0,Good
2026-07-01 01:30:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,335,60,44,0,NSB,50.0,Penalty,22.0,Penalty,219.5,Good
2026-07-01 01:45:00,2026-07-01,Wednesday,Hindi,0,1,0,2,2,0,288,63,38,0,NSB,50.0,Penalty,19.0,Good,194.5,Good
2026-07-01 01:45:00,2026-07-01,Wednesday,Malayalam,0,0,0,1,1,0,171,29,25,0,NSB,0.0,Penalty,25.0,Penalty,225.0,Good
2026-07-01 02:00:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,186,46,35,0,NSB,0.0,Penalty,35.0,Penalty,267.0,Penalty
2026-07-01 02:15:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,180,30,16,0,NSB,0.0,Penalty,16.0,Good,226.0,Good
2026-07-01 02:15:00,2026-07-01,Wednesday,Odia,0,1,0,2,2,0,361,75,26,0,NSB,50.0,Penalty,13.0,Good,231.0,Good
2026-07-01 02:30:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,201,50,32,0,NSB,0.0,Penalty,32.0,Penalty,283.0,Penalty
2026-07-01 02:45:00,2026-07-01,Wednesday,Hindi,0,0,0,1,1,0,160,38,21,0,NSB,0.0,Penalty,21.0,Penalty,219.0,Good
2026-07-01 02:45:00,2026-07-01,Wednesday,Telugu,0,0,0,1,1,0,191,45,12,0,NSB,0.0,Penalty,12.0,Good,248.0,Penalty
